query_id,query,language,scenario,category,reason,domain,subdomain,intent,decision,duplicate_type,duplicate_group,merge_target,decision_reason,confidence
V273,数字表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_number,reference images of educational charts (chart_number),KEEP,NEAR_DUPLICATE,P137,,Category default: education/chart -> domain=education. Cross-language translation pair with V274; both kept (Curify serves zh and en).,HIGH
V274,number chart,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_number,reference images of educational charts (chart_number),KEEP,NEAR_DUPLICATE,P137,,Category default: education/chart -> domain=education. Cross-language translation pair with V273; both kept (Curify serves zh and en).,HIGH
V275,元素周期表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_periodic_table,reference images of educational charts (chart_periodic_table),KEEP,NEAR_DUPLICATE,P138,,Category default: education/chart -> domain=education. Cross-language translation pair with V276; both kept (Curify serves zh and en).,HIGH
V276,periodic table,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_periodic_table,reference images of educational charts (chart_periodic_table),KEEP,NEAR_DUPLICATE,P138,,Category default: education/chart -> domain=education. Cross-language translation pair with V275; both kept (Curify serves zh and en).,HIGH
V277,世界地图,zh,education,map,具体学习物料实物，视觉目标清晰,education,map_world,reference images of educational maps (map_world),KEEP,NEAR_DUPLICATE,P139,,Category default: education/map -> domain=education. Cross-language translation pair with V278; both kept (Curify serves zh and en).,HIGH
V278,world map,en,education,map,具体学习物料实物，视觉目标清晰,education,map_world,reference images of educational maps (map_world),KEEP,NEAR_DUPLICATE,P139,,Category default: education/map -> domain=education. Cross-language translation pair with V277; both kept (Curify serves zh and en).,HIGH
V279,拼读卡,zh,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_phonics,reference images of educational flashcards (flashcard_phonics),KEEP,NEAR_DUPLICATE,P140,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V280; both kept (Curify serves zh and en).,HIGH
V280,phonics card,en,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_phonics,reference images of educational flashcards (flashcard_phonics),KEEP,NEAR_DUPLICATE,P140,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V279; both kept (Curify serves zh and en).,HIGH
V281,试卷,zh,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_exam,reference images of educational worksheets (worksheet_exam),KEEP,NEAR_DUPLICATE,P141,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V282; both kept (Curify serves zh and en).,HIGH
V282,exam paper,en,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_exam,reference images of educational worksheets (worksheet_exam),KEEP,NEAR_DUPLICATE,P141,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V281; both kept (Curify serves zh and en).,HIGH
V283,成绩单,zh,education,certificate,具体学习物料实物，有清晰上下文的合成词,education,certificate_reportcard,reference images of certificate/report-card design (certificate_reportcard),KEEP,NEAR_DUPLICATE,P142,,Category default: education/certificate -> domain=education. Cross-language translation pair with V284; both kept (Curify serves zh and en).,HIGH
V284,report card,en,education,certificate,具体学习物料实物，有清晰上下文的合成词,education,certificate_reportcard,reference images of certificate/report-card design (certificate_reportcard),KEEP,NEAR_DUPLICATE,P142,,Category default: education/certificate -> domain=education. Cross-language translation pair with V283; both kept (Curify serves zh and en).,HIGH
V285,笔袋,zh,education,stationery,具体文具实物，视觉目标清晰,education,school_supplies,reference images of school stationery supplies (school_supplies),KEEP,NEAR_DUPLICATE,P143,,Category default: education/stationery -> domain=education. Cross-language translation pair with V286; both kept (Curify serves zh and en).,HIGH
V286,pencil case,en,education,stationery,具体文具实物，视觉目标清晰,education,school_supplies,reference images of school stationery supplies (school_supplies),KEEP,NEAR_DUPLICATE,P143,,Category default: education/stationery -> domain=education. Cross-language translation pair with V285; both kept (Curify serves zh and en).,HIGH
V287,黑板,zh,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P144,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V288; both kept (Curify serves zh and en).,HIGH
V288,chalkboard,en,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P144,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V287; both kept (Curify serves zh and en).,HIGH
V289,白板,zh,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P145,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V290; both kept (Curify serves zh and en).,HIGH
V290,whiteboard,en,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P145,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V289; both kept (Curify serves zh and en).,HIGH
V291,显微镜,zh,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P146,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V292; both kept (Curify serves zh and en).,HIGH
V292,microscope,en,education,classroom_material,具体教室实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P146,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V291; both kept (Curify serves zh and en).,HIGH
V293,书签,zh,education,stationery,具体文具实物，视觉目标清晰,education,school_supplies,reference images of school stationery supplies (school_supplies),KEEP,NEAR_DUPLICATE,P147,,Category default: education/stationery -> domain=education. Cross-language translation pair with V294; both kept (Curify serves zh and en).,HIGH
V294,bookmark,en,education,stationery,具体文具实物，视觉目标清晰,education,school_supplies,reference images of school stationery supplies (school_supplies),KEEP,NEAR_DUPLICATE,P147,,Category default: education/stationery -> domain=education. Cross-language translation pair with V293; both kept (Curify serves zh and en).,HIGH
V295,算盘,zh,education,classroom_material,具体教具实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P148,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V296; both kept (Curify serves zh and en).,HIGH
V296,abacus,en,education,classroom_material,具体教具实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P148,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V295; both kept (Curify serves zh and en).,HIGH
V297,练习本,zh,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_workbook,reference images of educational worksheets (worksheet_workbook),KEEP,NEAR_DUPLICATE,P149,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V298; both kept (Curify serves zh and en).,HIGH
V298,workbook,en,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_workbook,reference images of educational worksheets (worksheet_workbook),KEEP,NEAR_DUPLICATE,P149,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V297; both kept (Curify serves zh and en).,HIGH
V299,单词卡,zh,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_vocab,reference images of educational flashcards (flashcard_vocab),KEEP,NEAR_DUPLICATE,P150,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V300; both kept (Curify serves zh and en).,HIGH
V300,vocabulary card,en,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_vocab,reference images of educational flashcards (flashcard_vocab),KEEP,NEAR_DUPLICATE,P150,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V299; both kept (Curify serves zh and en).,HIGH
V301,拼写卡,zh,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_spelling,reference images of educational flashcards (flashcard_spelling),KEEP,NEAR_DUPLICATE,P151,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V302; both kept (Curify serves zh and en).,HIGH
V302,spelling card,en,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_spelling,reference images of educational flashcards (flashcard_spelling),KEEP,NEAR_DUPLICATE,P151,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V301; both kept (Curify serves zh and en).,HIGH
V303,数学练习册,zh,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_subject_math,reference images of educational worksheets (worksheet_subject_math),KEEP,NEAR_DUPLICATE,P152,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V304; both kept (Curify serves zh and en).,HIGH
V304,math worksheet,en,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_subject_math,reference images of educational worksheets (worksheet_subject_math),KEEP,NEAR_DUPLICATE,P152,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V303; both kept (Curify serves zh and en).,HIGH
V305,阅读练习册,zh,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_subject_reading,reference images of educational worksheets (worksheet_subject_reading),KEEP,NEAR_DUPLICATE,P153,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V306; both kept (Curify serves zh and en).,HIGH
V306,reading worksheet,en,education,worksheet,具体学习物料实物，视觉目标清晰,education,worksheet_subject_reading,reference images of educational worksheets (worksheet_subject_reading),KEEP,NEAR_DUPLICATE,P153,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V305; both kept (Curify serves zh and en).,HIGH
V307,科学图解,zh,education,diagram,具体学习物料实物，视觉目标清晰,education,diagram_science,reference images of educational diagrams (diagram_science),KEEP,NEAR_DUPLICATE,P154,,Category default: education/diagram -> domain=education. Cross-language translation pair with V308; both kept (Curify serves zh and en).,HIGH
V308,science diagram,en,education,diagram,具体学习物料实物，视觉目标清晰,education,diagram_science,reference images of educational diagrams (diagram_science),KEEP,NEAR_DUPLICATE,P154,,Category default: education/diagram -> domain=education. Cross-language translation pair with V307; both kept (Curify serves zh and en).,HIGH
V309,人体图解,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_anatomy,reference images of educational charts (chart_anatomy),KEEP,NEAR_DUPLICATE,P155,,Category default: education/chart -> domain=education. Cross-language translation pair with V310; both kept (Curify serves zh and en).,HIGH
V310,anatomy chart,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_anatomy,reference images of educational charts (chart_anatomy),KEEP,NEAR_DUPLICATE,P155,,Category default: education/chart -> domain=education. Cross-language translation pair with V309; both kept (Curify serves zh and en).,HIGH
V311,动物识字卡,zh,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_animal,reference images of educational flashcards (flashcard_animal),KEEP,NEAR_DUPLICATE,P156,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V312; both kept (Curify serves zh and en).,HIGH
V312,animal flashcard,en,education,flashcard,具体学习物料实物，视觉目标清晰,education,flashcard_animal,reference images of educational flashcards (flashcard_animal),KEEP,NEAR_DUPLICATE,P156,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V311; both kept (Curify serves zh and en).,HIGH
V313,字母海报,zh,education,poster_specific,具体学习物料实物，视觉目标清晰,education,poster_alphabet,reference images of classroom/educational poster design (poster_alphabet),KEEP,NEAR_DUPLICATE,P157,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V314; both kept (Curify serves zh and en).,HIGH
V314,alphabet poster,en,education,poster_specific,具体学习物料实物，视觉目标清晰,education,poster_alphabet,reference images of classroom/educational poster design (poster_alphabet),KEEP,NEAR_DUPLICATE,P157,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V313; both kept (Curify serves zh and en).,HIGH
V315,荣誉证书,zh,education,certificate,具体学习物料实物，视觉目标清晰,education,certificate_achievement,reference images of certificate/report-card design (certificate_achievement),KEEP,NEAR_DUPLICATE,P158,,Category default: education/certificate -> domain=education. Cross-language translation pair with V316; both kept (Curify serves zh and en).,HIGH
V316,achievement certificate,en,education,certificate,具体学习物料实物，视觉目标清晰,education,certificate_achievement,reference images of certificate/report-card design (certificate_achievement),KEEP,NEAR_DUPLICATE,P158,,Category default: education/certificate -> domain=education. Cross-language translation pair with V315; both kept (Curify serves zh and en).,HIGH
V317,毕业证,zh,education,certificate,具体学习物料实物，视觉目标清晰,education,certificate_diploma,reference images of certificate/report-card design (certificate_diploma),KEEP,NEAR_DUPLICATE,P159,,Category default: education/certificate -> domain=education. Cross-language translation pair with V318; both kept (Curify serves zh and en).,HIGH
V318,diploma,en,education,certificate,具体学习物料实物，视觉目标清晰,education,certificate_diploma,reference images of certificate/report-card design (certificate_diploma),KEEP,NEAR_DUPLICATE,P159,,Category default: education/certificate -> domain=education. Cross-language translation pair with V317; both kept (Curify serves zh and en).,HIGH
V319,校历,zh,education,calendar,具体学习物料实物，视觉目标清晰,education,calendar_school,reference images of educational/school calendars (calendar_school),KEEP,NEAR_DUPLICATE,P160,,Category default: education/calendar -> domain=education. Cross-language translation pair with V320; both kept (Curify serves zh and en).,HIGH
V320,school calendar,en,education,calendar,具体学习物料实物，视觉目标清晰,education,calendar_school,reference images of educational/school calendars (calendar_school),KEEP,NEAR_DUPLICATE,P160,,Category default: education/calendar -> domain=education. Cross-language translation pair with V319; both kept (Curify serves zh and en).,HIGH
V321,教室装饰,zh,education,classroom_material,具体教室物料实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P161,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V322; both kept (Curify serves zh and en).,HIGH
V322,classroom decoration,en,education,classroom_material,具体教室物料实物，视觉目标清晰,education,classroom_equipment,reference images of classroom equipment/materials (classroom_equipment),KEEP,NEAR_DUPLICATE,P161,,Category default: education/classroom_material -> domain=education. Cross-language translation pair with V321; both kept (Curify serves zh and en).,HIGH
V323,学习图表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_generic,reference images of educational charts (chart_generic),KEEP,SEMANTIC_OVERLAP,SG_chart,,学习图表/'learning chart' overlaps heavily with generic 图表/'chart' (V269) -- kept as REVIEW-adjacent KEEP since the distinction (generic chart vs. explicitly learning-framed chart) is thin.,MEDIUM
V324,learning chart,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_generic,reference images of educational charts (chart_generic),KEEP,SEMANTIC_OVERLAP,SG_chart,,"'learning chart' overlaps heavily with generic 'chart' (V270) -- kept, but the distinction is thin.",MEDIUM
V325,贴纸奖励表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_reward,reference images of educational charts (chart_reward),KEEP,NEAR_DUPLICATE,P163,,Category default: education/chart -> domain=education. Cross-language translation pair with V326; both kept (Curify serves zh and en).,HIGH
V326,reward chart,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_reward,reference images of educational charts (chart_reward),KEEP,NEAR_DUPLICATE,P163,,Category default: education/chart -> domain=education. Cross-language translation pair with V325; both kept (Curify serves zh and en).,HIGH
